Filename,Title,Source,SHA-1,Date,Year
Crowdstrike_FancyBearTracksUkrainianArtillery(12-22-2016),Use of Fancy Bear Android Malware tracking of Ukrainian Artillery Units,Crowdstrike,31fff8f0aab57b8edf24a77d7be9c10375ace768,12/22/2016,2016
tr1adx_Bear-Hunting-APT28-Tracking(12-28-2016),Bear Hunting Season: Tracking APT28 ,tr1adx,692ba080ccce9cb14121d88225dcae18a3149a8a,12/28/2016,2016
USCERT_GRIZZLY STEPPE(12-29-2016),GRIZZLY STEPPE - Russian Malicious Cyber Activity,US-CERT,6c167fbcf1f24da37ded712e81f46cb82acdc3c0,12/29/2016,2016
tr1adx_Digital-Plagarist-Carbanak(01-01-2017),The Digital Plagiarist Campaign: TelePorting the Carbanak Crew to a New Dimension,tr1adx,b7dc94c416b4e9c080448f76a9cfbdfd211c1a8c,01/01/2017,2017
Clearsky_Iranian-OilRig-Delivers-Signed-Oxford(01-05-2017),"Iranian Threat Agent OilRig Delivers Digitally Signed Malware, Impersonates University of Oxford",Clearsky,37b20be7b373b82bda3d72b17b21e2e41feba382,01/05/2017,2017
PaloAlgo-DragonOK-Updates-Tools-Targets-Multiple-Regions(01-05-2017),DragonOK Updates Toolset and Targets Multiple Geographic Regions,Palo Alto Networks,e093f2ddb288f71bdd0d8b7652b8fd43934aa358,01/05/2017,2017
Forcepoint-MMCore-Fileless-Returns-BigBoss-SillyGoose(01-05-2017),Mm Core In-Memory Backdoor Returns As Bigboss And Sillygoose,Forcepoint,b62c407ee38c26946eff590f87a8ea186865a9a9,01/05/2017,2017
UnitedStates_-Senate_Committee_-on_Armed_Services-Clapper-Lettre-Rogers(01-05-2017),Foreign Cyber Threats to the United States,US Senate Committee on Armed Services,a2c34f3b86cabbe9b99fb5456b763be432ac83c9,01/05/2017,2017
FireEye_APT28-Center-of-Storm(01-11-2017),At the Center of the Storm: Russia's APT28 Strategically Evolves its Cyber Operations,FireEye,f5eb271671c7a2def034329d77843ac296266b0c,01/11/2017,2017
tr1adx_Dope-Story-Bears(01-14-2017),A Pretty Dope Story About Bears: Early Indicators of Continued World Anti-Doping Agency (WADA) Targeting,tr1adx,798348eb3a5019929eab49cafd36e67617970b78,01/14/2017,2017
tr1adx-Bear-Spotting-Vol1(01-15-2017),Bear Spotting Vol. 1: Russian Nation State Targeting of Government and Military Interests,tr1adx,80f2bd5c1796cf0980515170da333662ff58a992,01/15/2017,2017
Cysinfo-Uri-KashmirProtest-Phishing-targeting-Indian-Embassies(01-19-2017),URI Terror Attack & Kashmir Protest Themed Spear Phishing Emails Targeting Indian Embassies And Indian Ministry Of External Affairs,Cysinfo,479a70bbfa14396cebb0e4768c8521a53b899337,01/19/2017,2017
Citizenlab_NilePhish-Large-Scale-Targeting-Egyptian(02-02-2017),Nile Phish: Large-Scale Phishing Campaign Targeting Egyptian Civil Society,Citizen Lab,7a53a9ae6b4445a626e1c2d642703aaa3f01af97,02/02/2017,2017
Badcyber_Polish-banks-hacked-information-stolen-unknown-attackers(02-03-2017),"Several Polish banks hacked, information stolen by unknown attackers",Badcyber,2b5d73d85ea4173b9fa128f351bfaea0f778e52f,02/03/2017,2017
kingslayer-a-supply-chain-attack(02-03-2017),KingSlayer A Supply chain attack,RSA,74962bac9526b55dfcd0c6690b2980f7483e587b,02/03/2017,2017
US-CERT-AR-17-20045_Enhanced_Analysis_of_GRIZZLY_STEPPE_Activity(02-10-2017),Enhanced Analysis of GRIZZLY STEPPE Activity,US-CERT,7f8c3d1d34755bd52f850bad0bc2dc1db6783661,02/10/2017,2017
Cysinfo-Targeting-Indian-Navys-Submarine-Warship-Manufacturer(02-10-2017),Cyber Attack Targeting Indian Navy's Submarine And Warship Manufacturer,Cysinfo,619ad9c2d675c411b5c18457546aa7bcc58b31a7,02/10/2017,2017
BAESystems_Lazarus-Watering-hole-attacks(02-12-2017),Lazarus & Watering-Hole Attacks,BAE Systems,fddefc914c62f4886d6ce9b889a3fbe8769fa886,02/12/2017,2017
PaloAlto_MagicHound-Campaign-Attacks-SaudiTargets(02-15-2017),Magic Hound Campaign Attacks Saudi Targets,Palo Alto Networks,8675bdc6c056bf1b8893b60ecda6aa7e75ca550f,02/15/2017,2017
Secureworks_Iranian-PupyRAT-Middle-Eastern-Organizations(02-15-2017),Iranian PupyRAT Bites Middle Eastern Organizations,Secureworks,fd572a383bb94164cb8acb74a4aa8d5beb3b6afb,02/15/2017,2017
IBM_Full-Shamoon(02-15-2017),The Full Shamoon: How the Devastating Malware Was Inserted Into Networks,IBM,21cd740f556c3aded545b3de39071ce066c612f6,02/15/2017,2017
Cyberx_Operation-BugDrop(02-15-2017),Operation Bugdrop: Cyberx Discovers Large-Scale Cyber-Reconnaissance Operation Targeting Ukrainian Organizations,CyberX,e5395ae3b48658a35c56df32d378ee4afab3ced6,02/15/2017,2017
Lookout_ViperRAT-IDF(02-16-2017),ViperRAT: The mobile APT targeting the Israeli Defense Force that should be on your radar,Lookout,f05008438263f72d69a2ad48ef831832f1bf0072,02/16/2017,2017
Kaspersky_Breaking-Weakest-Link-IDF(02-16-2017),Breaking The Weakest Link Of The Strongest Chain,Kaspersky,c0017fe5d8637b3848db4e8783cb05aeefd152ca,02/16/2017,2017
JPCERT_ChChes-CampC-Cookie-Headers(02-17-2017),ChChes - Malware that Communicates with C&C Servers Using Cookie Headers,JPCERT,eeba6bed9a01db3c222e37438c5ea519eee7d617,02/17/2017,2017
BAESystems_Lazarus-FalseFlag-Malware(02-20-2017),Lazarus' False Flag Malware,BAE Systems,4068d909a958924e1d908f6adc21ea998d1eb891,02/20/2017,2017
ArborNetworks_Additional-Insights-Shamoon2(02-21-2017),Additional Insights on Shamoon2,Arbor Networks,e62338f92ff8ca0d7d6ac031e9a87c46d1a47a66,02/21/2017,2017
Fireeye_SpearPhishing-Targeting-Mongolian-Government(02-22-2017),Spear Phishing Techniques Used in Attacks Targeting the Mongolian Government,FireEye,7cb839427c1ed6c815f18b2677b905128b34e09c,02/22/2017,2017
Bitdefender-Whitepaper-APT-Mac-A4-en-EN-web(02-23-2017),Dissecting the APT28 Mac OS X Payload,Bitdefender,d206b485a42c611ed9fe6a0b1a3ed086e954bd30,02/23/2017,2017
PaloAlto_Gamaredon-Toolset-Evolution(02-27-2017),The Gamaredon Group Toolset Evolution,Palo Alto Networks,ea8659fb295612391dde5a4082fb106f677e48be,02/27/2017,2017
Cylance_DeceptionProject-New-Japanese-Centric-Threat(02-27-2017),The Deception Project: A New Japanese-Centric Threat,Cylance,0b30c4bd931d88806fcbd98cb740e5b111fc8f42,02/27/2017,2017
Kaspersky_Report_Shamoon_StoneDrill_final(03-06-2017),From Shamoon to StoneDrill,Kaspersky,59a92a3bd0a359bb6353578ab1a241fc50529225,03/06/2017,2017
FireEye-FIN7-SpearPhishing-Targets-SEC-Filings(03-07-2017),FIN7 Spear Phishing Campaign Targets Personnel Involved in SEC Filings,FireEye,ee0ebdcf2454d62dc23d604c472d3112a57274c6,03/07/2017,2017
ClearSky_Operation-Electric-Powder-targeting-Israel-Electric-Company(03-14-2017),Operation Electric Powder - Who is targeting Israel Electric Company?,Clearsky,94d25eef5fa8292df1b03a712789d1b0a6a8b39c,03/14/2017,2017
FireEye_APT29-Domain-Fronting-With-TOR(03-27-2017),APT29 Domain Fronting With TOR,FireEye,30438e854db6bb43fb6629c746fb01ccfa8673b8,03/27/2017,2017
PaloAlto_Dimnie-Hiding-Plain-Sight(03-28-2017),Dimnie: Hiding in Plain Sight,Palo Alto Networks,cbd4f22d9402177c3cbe6f0c30c9e1e876e9c21d,03/28/2017,2017
ESET_Carbon-Paper-Peering-into-Turlas-second-stage-backdoor(03-30-2017),Carbon Paper: Peering into Turla second stage backdoor,ESET,d06b05c9f20c34154b3134a02f9bdfcac5b570e9,03/30/2017,2017
PWC_cloud-hopper-report-final-v4(04-03-2017),Operation Cloud Hopper,PWC,4082ecd0d6b73061fc12d099d0b1b257b3d6a71d,04/03/2017,2017
Kaspersky_Lazarus-Under-The-Hood-PDF_final(04-03-2017),Lazarus Under The Hood,Kaspersky,9a6098c60b1f484550326ece77eb9339ddf2e6fe,04/03/2017,2017
PaloAlto_The-Blockbuster-Sequel(04-07-2017),The Blockbuster Sequel,Palo Alto Networks,c3bc5c67ac00f64fa55a9e6574c1b2131807848a,04/07/2017,2017
Symantec_Longhorn-Tools(04-10-2017),Longhorn: Tools used by cyberespionage group,Symantec,2854f4326f7784a76a6bccec982f76334fea02dd,04/10/2017,2017
Proofpoint_APT-Targets-Financial-Analysts-CVE-2017-0199(04-27-2017),APT Targets Financial Analysts with CVE-2017-0199,Proofpoint,10a5f550f9265c745b75db913753bbed6c9a0413,04/27/2017,2017
Cysinfo_Attack-Impersonating-Indian-Think-Tank-Target-CBIpdf(05-11-2017),Cyber Attack Impersonating Identity Of Indian Think Tank To Target Central Bureau Of Investigation (cbi) And Possibly Indian Army Officials,Cysinfo,d99516fc275a38c063de39c0188a9dc829491e11,05/11/2017,2017
FireEye_Cyber-Espionage-Alive-Well-APT32(05-14-2017),Cyber Espionage is Alive and Well: APT32 and the Threat to Global Corporations,FireEye,1c8b853a0f1d42979c2d231a728cfb2173c5e991,05/14/2017,2017
RecordedFuture_Chinese-Ministry-State-APT3(05-17-2017),Recorded Future Research Concludes Chinese Ministry of State Security Behind APT3,Recorded Future,d3549e1f2aad3cadcae13a201f5291cc3d2eaec6,05/17/2017,2017
Cybereason_Large-Scale-APT-Asia(05-24-2017),Operation Cobalt Kitty: A large-scale APT in Asia carried out by the OceanLotus Group,Cybereason,bce3c61603239578e7a1f06fef1c30903ff0d391,05/24/2017,2017
Cybereason_Cobalt-Kitty-ActorsProfiles-IOCs(05-24-2017),Operation Cobalt Kitty Threat Actor Profile & IOC,Cybereason,62bad1275ebdb062b9df708c1b71c34e5b92f310,05/24/2017,2017
Citizenlab_Tainted-Leaks-Disinformation-Phishing-With-Russian-Nexus(05-25-2017),TAINTED LEAKS Disinformation and Phishing With a Russian Nexus,Citizen Lab,1721fa3665b069612d0f360fd1dcff628c0a26b1,05/25/2017,2017
FireEye_Privileges-Credentials-Phished-Request-of-Counsel(06-06-2017),Privileges and Credentials: Phished at the Request of Counsel,FireEye,6bc4c4b9d535e6579029edd185a930156ef4d353,06/06/2017,2017
Microsoft_PLATINUM-evolve-find-ways-to-maintain-invisibility(06-07-2017),"PLATINUM continues to evolve, find ways to maintain invisibility",Microsoft,c8f8d4cea73e6941d5b6bfe0caffbdd26d0ace2d,06/07/2017,2017
ESET_Win32_Industroyer(06-12-2017),WIN32/INDUSTROYER A new threat for industrial control systems,ESET,9e6f9b8b5b22c32c1ec5d53ed1992f8f83013140,06/12/2017,2017
Dragos_CrashOverride-01(06-12-2017),CRASHOVERRIDE Analysis of the Threat to Electric Grid Operations,Dragos,f86cc703b475135372a6639e12d4651121e23fff,06/12/2017,2017
ThreatConnect_KASPERAGENT-Campaign-resurfaces-May-Election(06-14-2017),KASPERAGENT Malware Campaign resurfaces in May Election,ThreatConnect,cd8ae99c908220d52b892089c5d18ed39b0d0937,06/14/2017,2017
RecordedFuture_North-Korea-Is-Not-Crazy(06-15-2017),North Korea Is Not Crazy,Recorded Future,197a1f8aaefbf84a993a8f02372ddcf6e9ac5a01,06/15/2017,2017
Secureworks_Bronze-Butler-Report(06-23-2017),Bronze Butler,Dell Secureworks,e8e651ded2d19cb62556e14a2e79eec1e897c55d,06/23/2017,2017
Kaspersky-From-BlackEnergy-to-ExPetr(06-30-2017),From BlackEnergy to ExPetr,Kaspersky,fd25688495cc576eabf45affd51a9f2a2b85399b,06/30/2017,2017
ESET_TeleBots-Supply-chain-attacks-against-Ukraine(06-30-2017),TeleBots are back: supply-chain attacks against Ukraine,ESET,8f2ab51999dfbd55e7bf6f15862b1a89ce6ebf72,06/30/2017,2017
Citizenlab_Campaign-Chinese-language-news-sites(07-05-2017),An intrusion campaign targeting Chinese language news sites,Citizen Lab,e7a8a3e11bb427a1ca3e9c7f63decbc3e9310e47,07/05/2017,2017
Bitdefender_Whitepaper-Inexsmar-A4-en-EN(07-18-2017),Inexsmar: An unusual DarkHotel campaig,Bitdefender,39e53915de468512258066c3ae2875770bd68c45,07/18/2017,2017
Sentryo_EBOOK_CYBERATTACKS-AGAINST-UKRAINIAN-ICS(07-18-2017),Cyberattacks Against Ukrainian ICS,Sentryo,821e2036f0c3d06c508ad8c3442ef789d86d5bd6,07/18/2017,2017
Clearsky_Operation_Wilted_Tulip(07-25-2017),Operation Wilted Tulip,Clearsky,71cb0af91eb32f444cd97f40934b0337e03fd379,07/25/2017,2017
TrendMicro_ChessMaster-Makes-its-Move(07-27-2017),ChessMaster Makes its Move: A Look into the Campaign's Cyberespionage Arsenal,Trend Micro,01c32ccd1e596dbf0437b318f5ed5554a14c252a,07/27/2017,2017
RSA_Russian-Bank-Offices-Phishing-Wave(08-18-2017),Russian Bank Offices Hit with Broad Phishing Wave,RSA,c42879e3e3393f1cd6a716273d4eee1b023029bd,08/18/2017,2017
Kaspersky_Introducing-WhiteBear(08-30-2017),Introducing WhiteBear,Kaspersky,3dc6e80fc5ef663d8c211416165bf7110c0888df,08/30/2017,2017
ESET_Gazer(08-30-2017),Gazing at Gazer,ESET,2c5e1689900d6f92ec985be4f9f1df9f9b52de30,08/30/2017,2017
Symantec_Dragonfly-Western-energy-sector-targeted(09-06-2017),Dragonfly: Western energy sector targeted by sophisticated attack group,Symantec,c7d082f04cb0d613c04517d0d6dec2d76a866c6b,09/06/2017,2017
FireEye_CVE-2017-8759-Used-Wild-Distribute-FINSPY(09-12-2017),CVE-2017-8759: Zero-Day Used in the Wild to Distribute FINSPY,FireEye,290a67462a2eaf75bef1a154709616e5e8accd29,09/12/2017,2017
Intezer_Evidence-Aurora-Supply-Chain-Attack-CCleaner-Part1(09-20-2017),Evidence Aurora Operation Still Active: Supply Chain Attack Through CCleaner,Intezer,31bdd3f34c5583dc156b99986f5695368d103daa,09/20/2017,2017
PaloAlto_Threat-Actors-Target-Government-Belarus-Using-CMSTAR-Trojan(09-28-2017),Threat Actors Target Government of Belarus Using CMSTAR Trojan,Palo Alto Networks,2cca07b8341b01d6a1eae3e10c8644532cfce14f,09/28/2017,2017
Intezer_Evidence-Aurora-Supply-Chain-Attack-CCleaner-Part2(10-02-2017),Evidence Aurora Operation Still Active: Supply Chain Attack Through CCleaner part2,Intezer,0b53ce14766ad66118edce7cbe62ff2926fbd281,10/02/2017,2017
BAESytems_Taiwan-Heist-Lazarus-Tools-Ransomware(10-16-2017),Taiwan Heist: Lazarus Tools And Ransomware,BAE Systems,0d9aab08a0ef223d0fba363b8c2ed4d0093ee291,10/16/2017,2017
Kaspersky_BlackOasis-APT-zero-day(10-16-2017),BlackOasis APT and new targeted attacks leveraging zero-day exploit,Kaspersky,18f110cc5441d442f5aa14b9b456fce56e59d8f4,10/16/2017,2017
CiscoTalos_Cyber-Conflict-Decoy-Document-Used-In-Real-Cyber-Conflict(10-22-2017),Cyber Conflict Decoy Document Used In Real Cyber Conflict,Cisco,ff6b2725045833863974787939889f35cf71ca02,10/22/2017,2017
Clearskysec_IranianThreatAgent-Greenbug(10-24-2017),Iranian Threat Agent Greenbug Impersonates Israeli High-Tech and Cyber Security Companies,Clearsky,34fd37ba9b0b6181f0a7342cb1204c55a9c2137b,10/24/2017,2017
RiskIQ_htpRAT-Malware-Attacks(10-26-2017),Remote Control Interloper: Analyzing New Chinese htpRAT Attacks Against ASEAN,RiskIQ,83bc7df01a0a0a638d5bae228c1fcc0c34884ca4,10/26/2017,2017
PaloAlto_Tracking-Subaat-Phishing-Leads-Threat-Actors-Repository(10-27-2017),Tracking Subaat: Targeted Phishing Attack Leads to Threat Actor's Repository,Palo Alto Networks,ca676e9c6c05be3a8fafdd40bf0b861a11bbb875,10/27/2017,2017
NAOUK_Investigation-WannaCry-cyber-attack-and-the-NHS(10-27-2017),Investigation: WannaCry cyber attack and the NHS ,NAO UK,db1db6be0d6564d5bff88843845c53d3540017aa,10/27/2017,2017
PWC_KeyBoys-are-back-in-town(11-02-2017),The KeyBoys are back in town,PWC,02a369792c2bb0ac187236215efcf16f8c033c53,11/02/2017,2017
TrendMicro_ChessMasters-New-Strategy-Evolving-Tools-Tactics(11-06-2017),ChessMaster's New Strategy: Evolving Tools and Tactics,Trend Micro,83092276fe4d5c3c656d5811413f4560e3653a41,11/06/2017,2017
Volexity_OceanLotus-Mass-Digital-Surveillance-Targeting-ASEAN-Media(11-06-2017),OceanLotus Blossoms: Mass Digital Surveillance and Attacks Targeting ASEAN,Volexity,43b8a4716abedd6f8b2c9e2cda5b038407a0cfb4,11/06/2017,2017
McAfee_APT28-Office-Malware-Doc-Citing-NYC-TerrorAttack(11-07-2017),Threat Group APT28 Slips Office Malware into Doc Citing NYC Terror Attack,McAfee,ce610914fa4b49e4ba6fb04d36d88a488eddc774,11/07/2017,2017
PaloAlto_OilRig-Deploys-ALMA-DNS-Tunneling-Trojan(11-08-2017),"OilRig Deploys ""ALMA Communicator"" - DNS Tunneling Trojan",Palo Alto Networks,6df36ad15520973c3af5e17748c7b1a2f72f7011,11/08/2017,2017
RSA_the-carbanak-fin7-syndicate(11-22-2017),The Carbanak/Fin7 syndicate,RSA,54fb362a0c807a40c4d0a0bc35bde59ed84f0f98,11/22/2017,2017
NCSC_Turla-Neuron-Nautilus-Snake-malware_1(11-22-2017),Turla group using Neuron and Nautilus tools alongside Snake malware,NCSC,316cd38c3939a4f862b611888a489672c014b651,11/22/2017,2017
RSA_the-shadows-of-ghosts-carbanak-report(11-30-2017),Inside the Response of a Unique CARBANAK Intrusion,RSA,06c63b54de2848bff9557bc9c49bf75906273fb2,11/30/2017,2017
Clearsky_Charming_Kitten_2017(12-05-2017),Charming Kitten: Iranian Cyber Espionage Against Human Rights Activists,Clearsky,bba8af0fe4254863c86aafeedb7d86f7af7b0e99,12/05/2017,2017
Clearsky_Charming-Kitten-2017(12-05-2017).csv,Charming Kitten: CSV Data,Clearsky,e55cf58e470f10affdb7dd0664868d014a2c8d13,12/05/2017,2017
Dragos_TRISIS-01(12-14-2017),TRISIS Malware,Dragos,c9534efcbf1a9c020ba864ee090e0c0b03d32181,12/14/2017,2017
Fireeye_ICS-Attack-Framework-TRITON(12-14-2017),"Attackers Deploy New ICS Attack Framework ""TRITON"" and Cause Operational Disruption to Critical Infrastructure",FireEye,b0d8df40d920ddbd5372adef63486c23545a141c,12/14/2017,2017
ProofPoint_us-wp-north-korea-bitten-by-bitcoin-bug(12-19-2017),North Korea Bitten by Bitcoin Bug,Proofpoint,d8ba9a371c7dc7e6608b92e8a671b82191d6c67a,12/19/2017,2017
TrendMicro_Update-PawnStorm-Politically-Motivated-Campaigns(01-12-2018),Update on Pawn Storm: New Targets and Politically Motivated Campaigns,Trend Micro,fa6a1828636af0c6bc1feab3748e741b9123c174,01/12/2018,2018
Lookout_Dark-Caracal_srr_20180118_us_v.1.0(01-18-2018),Dark Caracal Cyber-espionage at a Global Scale,Lookout,d5c605fd42adb5312d17a54d246d8178a6a9094c,01/18/2018,2018
NCSC_Turla-Neuron-Malware-Update(01-18-2018),Turla group update Neuron malware,NCSC,a91289e835991b389e01254492d0fe84aeb21752,01/18/2018,2018
Fireeye_rpt_APT37(02-20-2018),APT37 (Reaper): The Overlooked North Korean Actor,FireEye,8742755080062ec87eb6ae0059fd7925cde83a9b,02/20/2018,2018
Dragos_2017-Review-Industrial-Control-System-Threats(03-01-2018),Industrial Control System Threats,Dragos,c7ab93fca304e61cca180f7e2e43f2071a85c749,03/01/2018,2018
McAfee_Hidden-Cobra-Turkish-Financial-Sector-Bankshot-Implant(03-08-2018),Hidden Cobra Targets Turkish Financial Sector With New Bankshot Implant,McAfee,f6ebca71a6ed6d77b662d8f855d6db90194102d1,03/08/2018,2018
NCCGroup_APT15-alive-analysis-RoyalCli-RoyalDNS(03-10-2018),APT15 is alive and strong: An analysis of RoyalCli and RoyalDNS,NCC Group,3de01836586fa9b94c0ab55e84ad715b2af4aa3c,03/10/2018,2018
Intezer_Lazarus-Cryptocurrency-Exchanges-FinTech-Companies(03-28-2018),Lazarus Group Targets More Cryptocurrency Exchanges and FinTech Companies,Intezer,97c1a7625602d1dc66a153016ac63631f9b65d82,03/28/2018,2018
Fireeye_mtrends-2018(04-05-2018),M-TRENDS2018,FireEye,4f6055c44e39ff39898e5d4f3f05bf6fad74af85,04/05/2018,2018
Fireeye_rpt-fin6(04-20-2018),Follow The Money: Dissecting the Operations of the Cyber Crime Group FIN,FireEye,86d217e501fdd470311a9f623ca825f50c1d90b6,04/20/2018,2018
Kaspersky_EB_public_FINAL_EN_20042018(04-23-2018),Energetic Bear/Crouching Yeti: attacks on servers,Kaspersky,70cd520c9b5860acb9e27cb19ad0b1270687d688,04/23/2018,2018
401TRG_Burning_Umbrella(05-04-2018),Burning Umbrella,401TRG,65dbdb2c06922707a0979295c9645c71cf0d2963,05/04/2018,2018
RecordedFuture_cta-2018-0509(05-09-2018),Iran's Hacker Hierarchy Exposed,Recorded Future,a79482c2974edab7268fe843e75b834fb073dbaa,05/09/2018,2018
Intrusiontruth_The-destruction-ofAPT3(05-22-2018),The destruction of APT3,Intrusiontruth,6fa8f171b0c54e32f84947822529ec3577304030,05/22/2018,2018
Kaspersky_LuckyMouse-datacenter-waterholing-campaign(06-13-2018),LuckyMouse hits national data center to organize country-level waterholing campaign,Kaspersky,6c2a04c303f73b5babacb999ff10008584eaf254,06/13/2018,2018
Kaspersky_OlympicDestroyerisstillalive(06-19-2018),Olympic Destroyer is still alive,Kaspersky,267c3ec477cc853b163bb41a8fd82cdf6c51f4db,06/19/2018,2018
Kaspersky_APT-Trends-Report-Q2-2018(07-10-2018),APT Trends Report Q2 2018,Kaspersky,0ce2a58c7b5cfd8b5299ecbe9321e4124c1b4066,07/10/2018,2018
Fortinet_Russian-Decoy-Leads-BISKVIT(08-20-2018),Russian Army Exhibition Decoy Leads to New BISKVIT Malware,Fortinet,e3fc342ccb48ec97aeec128210e04da127d5a94f,08/20/2018,2018
ESTSecurity_ESRC-1808-TLP-White-IR002_RocketMan_English(08-22-2018),"OPERATION ""Rocket Man""",ESTSecurity,bc542b523ca87d2dad6195cb0f41885ff08e4507,08/22/2018,2018
Crowdstrike_Two-Birds-One-STONEPANDA(08-30-2018),"Two Birds, One STONE PANDA",Crowdstrike,6ae6923748844d1fbb0a08d07d6bcb1112122796,08/30/2018,2018
Checkpoint_Domestic-Kitten-Iranian-Surveillance-Operation(09-07-2018),Domestic Kitten: An Iranian Surveillance Operation,Checkpoint,60ffe642ed8d9d2171b4c44729c4687fe493e87d,09/07/2018,2018
McAfee_rp-operation-oceansalt(10-17-2018),Operation Oceansalt Delivers Wave After Wave,McAfee,1bf64f3fe87c916e250e3c9058d7de553e1cbbd2,10/17/2018,2018
Mcafee_OperationSharpshooter(12-12-2018),https://securingtomorrow.mcafee.com/blogs/other-blogs/mcafee-labs/operation-sharpshooter-targets-global-defense-critical-infrastructure/,McAfee,f9c7b343afa46a5051d17fbf8299f46e28319ee6,12/12/2018,2018
PaloAlto_Shamoon3-Targets-Oil-and-Gas(12-13-2018),Shamoon 3 Targets Oil and Gas Organization,Palo Alto Networks,956aca96f9534169cc8e43fefdbc869d48b75676,12/13/2018,2018
Kaspersky_Chafer-Remexi-Iran-diplomatic(01-30-2019),Chafer used Remexi malware to spy on Iran-based foreign diplomatic entities,Kaspersky,b4972c4bc6cc763054e9cfd16970303c7a0f6c35,01/30/2019,2019
SecureSoft_Lazarus_Russia(02-20-2019),Attacks Of The Lazarus Cybercriminal Group Attended To Organizations In Russia,SecureSoft,d110dd857cf8a4cc6d9d0f529e799e96fcf6121f,02/20/2019,2019
DellSecureworks_Peek-BRONZE-UNION-Toolbox(02-27-2019),A Peek into BRONZE UNION's Toolbox,Dell Secureworks,1486155a4fdba37407cb86965e3a5e894a7fe0a1,02/27/2019,2019
Qihoo360_PatBear-APT-C-37-Armed-Organizations-Attacks(03-25-2019),Pat Bear (APT-C-37),Qihoo 360,eefffff049213f895e81e03bcd27d0d7be2c8b1e,03/25/2019,2019
Cylance_OceanLotus-Steganography-Malware-Analysis-White-Paper(04-02-2019),OceanLotus APT Group Leveraging Steganography,Cylance,6645296c925133446d4e213a547235692761d5c2,04/02/2019,2019
CiscoTalos_SeaTurtle-DNS-hijacking-April(04-17-2019),DNS Hijacking Abuses Trust In Core Internet Service,Cisco,936b76720ffc221066235838b40ef9e7548c58ab,04/17/2019,2019
Fireeye_CARBANAK-Week-1-Rare-Occurrence(04-22-2019),CARBANAK Week Part One: A Rare Occurrence,FireEye,d0506df85bd5faf87a4a67e6affcde4ce9dda48f,04/22/2019,2019
Fireeye_CARBANAK-Week-2-CARBANAK-SourceCode-Analysis(04-23-2019),CARBANAK Week Part Two: Continuing the CARBANAK Source Code Analysis,FireEye,9468ff9d1bc06b4c9f187e4ab55ae485750d6c5b,04/23/2019,2019
Fireeye_CARBANAK-Week-3-Behind-CARBANAK-Backdoor(04-24-2019),CARBANAK Week Part Three: Behind the CARBANAK Backdoor,FireEye,98775eb539a512859a786f6292cc6f6db04916b2,04/24/2019,2019
Fireeye_CARBANAK-Week-4-CARBANAK-Desktop-Video-Player(04-25-2019),CARBANAK Week Part Four: The CARBANAK Desktop Video Player,FireEye,7de0fbb852cc5be3fce91725a1b0aeb9abe3a43b,04/25/2019,2019
ThaiCERT-A_Threat_Actor_Encyclopedia(06-19-2019),Threat Group Cards: A Threat Actor Encyclopedia,ThaiCERT,bb2713205e66ebc71b31c97af9406ec6387fdb8f,06/19/2019,2019
Symantec_Waterbug-Group-NewToolset(06-20-2019),Waterbug: Espionage Group Rolls Out Brand-New Toolset in Attacks Against Governments,Symantec,9d996d92194bf386a8e7555d618eb5cf183e379a,06/20/2019,2019
Cybereason_Operation-SoftCell-Telecom(06-25-2019),Operation Soft Cell: A Worldwide Campaign Against Telecommunications Providers,Cybereason,31cb2f45b6a0cf0234088a2c05a9e69bfe444d4b,06/25/2019,2019
CiscoTalos_SeaTurtle-DNS-hijacking(07-09-2019),"Sea Turtle keeps on swimming, finds new victims, DNS hijacking techniques",Cisco,bb8c51c9f8f64d656a65c3f7c3b34f2135f8264c,07/09/2019,2019
Fireeye_APT34-Invite-Join-Professional-Network(07-18-2019),Hard Pass: Declining APT34's Invite to Join Their Professional Network,FireEye,f937f0fe43db587ba38a755f06fa76bcd75d47c7,07/18/2019,2019
Fireeye_rpt-apt41(08-07-2019),APT41: A Dual Espionage and Cyber Crime Operation,FireEye,30de1a1401504cd9f028862b821b98348b53e676,08/07/2019,2019
Fireeye_APT41-Dual-Espionage-Cyber-Crime-WebPage(08-07-2019),APT41: A Dual Espionage and Cyber Crime Operation,FireEye,251adf184f43ba9101a4f3df9ff87da065eb58b3,08/07/2019,2019
Kaspersky_Recent-Cloud-Atlas-activity(08-12-2019),Recent Cloud Atlas activity,Kaspersky,474e2d3e3f4a8c45f73a2c34ff568c3c7d51e400,08/12/2019,2019
Fireeye_GAMEOVER-Detecting-Stopping-APT41-Operation(08-19-2019),GAME OVER: Detecting and Stopping an APT41 Operation,FireEye,8093d518676b9c7a41b83927198e16c08b187dbb,08/19/2019,2019
Symantec_Tortoiseshell-Targets-ITProviders-Saudi-Supply-Chain(09-18-2019),Tortoiseshell Group Targets IT Providers in Saudi Arabia in Probable Supply Chain Attacks,Symantec,b5072f526ef09287443c6a4b437a2219fb62c5d1,09/18/2019,2019
Contextis_AVIVORE-Aerospace-Supply-Chain(10-03-2019),AVIVORE - Hunting Global Aerospace through the Supply Chain,Contextis,f0fbe7cbd9b7a3d77550a48e6ac853593ca182bb,10/03/2019,2019
